"Statistic Label","Month","Residency","Expenditure Type","UNIT","VALUE"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","Other Residencies","Accommodation","%","10.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","Other Residencies","Day-to-Day Expenditure","%","45.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","All Residencies","Fare","%","31.9"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","All Residencies","Prepayments","%","2.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","All Residencies","Accommodation","%","19.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","All Residencies","Day-to-Day Expenditure","%","46.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 January","All Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Great Britain (England, Scotland & Wales)","Fare","%","25"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Great Britain (England, Scotland & Wales)","Prepayments","%","3"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Great Britain (England, Scotland & Wales)","Accommodation","%","26"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","%","46"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Great Britain (England, Scotland & Wales)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Europe (3)","Fare","%","21"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Europe (3)","Prepayments","%","1.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Europe (3)","Accommodation","%","30"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Europe (3)","Day-to-Day Expenditure","%","47.2"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Europe (3)","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","USA & Canada","Fare","%","38.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","USA & Canada","Prepayments","%","2.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","USA & Canada","Accommodation","%","24.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","USA & Canada","Day-to-Day Expenditure","%","34.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","USA & Canada","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Residencies","Fare","%","32.7"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Residencies","Prepayments","%","2.1"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Residencies","Accommodation","%","20.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Residencies","Day-to-Day Expenditure","%","44.6"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","Other Residencies","All Travel Expenditure","%","100"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","All Residencies","Fare","%","27.3"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","All Residencies","Prepayments","%","2.4"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","All Residencies","Accommodation","%","26.5"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","All Residencies","Day-to-Day Expenditure","%","43.8"
"Percentage of Expenditure of Overnight Foreign Visitors","2025 February","All Residencies","All Travel Expenditure","%","100"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Great Britain (England, Scotland & Wales)","Fare","Euro","126"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Great Britain (England, Scotland & Wales)","Prepayments","Euro","6"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Great Britain (England, Scotland & Wales)","Accommodation","Euro","86"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","289"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","508"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Europe (3)","Fare","Euro","142"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Europe (3)","Prepayments","Euro","3"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Europe (3)","Accommodation","Euro","178"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Europe (3)","Day-to-Day Expenditure","Euro","367"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Europe (3)","All Travel Expenditure","Euro","689"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","USA & Canada","Fare","Euro","690"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","USA & Canada","Prepayments","Euro","25"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","USA & Canada","Accommodation","Euro","277"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","USA & Canada","Day-to-Day Expenditure","Euro","525"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","USA & Canada","All Travel Expenditure","Euro","1516"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Residencies","Fare","Euro","638"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Residencies","Prepayments","Euro","26"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Residencies","Accommodation","Euro","286"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Residencies","Day-to-Day Expenditure","Euro","961"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","Other Residencies","All Travel Expenditure","Euro","1912"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","All Residencies","Fare","Euro","246"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","All Residencies","Prepayments","Euro","9"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","All Residencies","Accommodation","Euro","164"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","All Residencies","Day-to-Day Expenditure","Euro","405"
"Mean Expenditure of Overnight Foreign Visitors","2023  January","All Residencies","All Travel Expenditure","Euro","824"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Great Britain (England, Scotland & Wales)","Fare","Euro","127"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Great Britain (England, Scotland & Wales)","Prepayments","Euro","7"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Great Britain (England, Scotland & Wales)","Accommodation","Euro","126"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","272"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","532"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Europe (3)","Fare","Euro","148"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Europe (3)","Prepayments","Euro","5"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Europe (3)","Accommodation","Euro","287"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Europe (3)","Day-to-Day Expenditure","Euro","415"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Europe (3)","All Travel Expenditure","Euro","854"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","USA & Canada","Fare","Euro","516"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","USA & Canada","Prepayments","Euro","13"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","USA & Canada","Accommodation","Euro","455"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","USA & Canada","Day-to-Day Expenditure","Euro","530"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","USA & Canada","All Travel Expenditure","Euro","1513"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","Fare","Euro","429"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","Prepayments","Euro","14"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","Accommodation","Euro","471"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","Day-to-Day Expenditure","Euro","886"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","Other Residencies","All Travel Expenditure","Euro","1801"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Fare","Euro","199"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Prepayments","Euro","7"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Accommodation","Euro","247"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","Day-to-Day Expenditure","Euro","392"
"Mean Expenditure of Overnight Foreign Visitors","2023 February","All Residencies","All Travel Expenditure","Euro","845"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Fare","Euro","146"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Prepayments","Euro","7"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Accommodation","Euro","171"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","Day-to-Day Expenditure","Euro","280"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Great Britain (England, Scotland & Wales)","All Travel Expenditure","Euro","605"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Fare","Euro","166"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Prepayments","Euro","6"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Accommodation","Euro","351"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","Day-to-Day Expenditure","Euro","426"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Europe (3)","All Travel Expenditure","Euro","950"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Fare","Euro","506"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Prepayments","Euro","51"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Accommodation","Euro","493"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","Day-to-Day Expenditure","Euro","560"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","USA & Canada","All Travel Expenditure","Euro","1610"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Fare","Euro","486"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Prepayments","Euro","12"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Accommodation","Euro","583"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","Day-to-Day Expenditure","Euro","993"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","Other Residencies","All Travel Expenditure","Euro","2074"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Fare","Euro","246"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Prepayments","Euro","16"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Accommodation","Euro","321"
"Mean Expenditure of Overnight Foreign Visitors","2023 March","All Residencies","Day-to-Day Expenditure","Euro","424"
